national_rank,scientific_name,common_name,class,order,family,phylum,top5,top10,evidence_support,evidence_support_label,direct_protective_context_count,direct_protective_chemical_count,warning_context_count,eligible_state_count,broad_life_stage_category_count,official_or_common_method_species,selection_incremental_gain_lower5,selection_objective_cumulative_lower5,incremental_expected_capture_lower5,validated_incremental_expected_capture_lower5,rank_scope,leave_one_out_loss_top5,support_note,cumulative_expected_capture_lower-5%,cumulative_expected_capture_lower-10%,cumulative_expected_capture_lower-20%
1340,Prochilodus lineatus,,Actinopterygii,Characiformes,Curimatidae,Chordata,False,False,sparse_5_19,Limited (5-19 protective contexts),8,6,4,0,2,False,9.000560559525294e-20,1.0,3.401178967354923e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9972354484347652,0.999956141805343,0.9999999462101452
1341,Paramelita nigroculus,,Malacostraca,Amphipoda,Paramelitidae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),3,3,0,0,1,False,8.800645472035101e-20,1.0,2.6269777549936535e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9972380754125202,0.9999562073481556,0.9999999463379653
1342,Paracalliope fluviatilis,,Malacostraca,Amphipoda,Eusiridae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),2,2,0,0,1,False,8.604326390608459e-20,1.0,2.6139718772855147e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9972406893843975,0.9999562704361623,0.9999999464572422
1343,Alburnus albidus,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),2,1,0,0,1,False,8.413423605319427e-20,1.0,2.5860074528427646e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9972432753918503,0.9999563306042867,0.9999999465651184
1344,Mysis relicta,,Malacostraca,Mysida,Mysidae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),2,2,0,0,1,False,8.221455249464244e-20,1.0,2.6998050280946373e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9972459751968784,0.9999563954699169,0.9999999466869846
1345,Chanodichthys erythropterus,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),4,2,0,0,1,False,8.037934014099435e-20,1.0,2.575677388594322e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.997248550874267,0.9999564561995326,0.9999999467984673
1346,Nostoc fritschii,,Cyanophyceae,Nostocales,Nostocaceae,Cyanophycota,False,False,sparse_5_19,Limited (5-19 protective contexts),6,6,0,0,1,False,7.858096620104554e-20,1.0,3.910254999572871e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9972524611292666,0.999956538153091,0.9999999469188654
1347,Elodea nuttallii,,Liliopsida,Hydrocharitales,Hydrocharitaceae,Magnoliophyta,False,False,sparse_5_19,Limited (5-19 protective contexts),5,4,2,21,2,False,7.682367909603784e-20,1.0,4.286631077543568e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9972567477603441,0.9999566385990735,0.9999999470847069
1348,Pontoporeia sp.,,Malacostraca,Amphipoda,Haustoriidae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,0,0,1,False,7.511544873054111e-20,1.0,2.572001269851576e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.997259319761614,0.9999567010631282,0.9999999472034844
1349,Campostoma anomalum,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,False,False,sparse_5_19,Limited (5-19 protective contexts),9,8,2,23,1,False,7.345168791819795e-20,1.0,2.5924070193861226e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9972619121686334,0.9999567603973601,0.999999947307283
1350,Biomphalaria boissyi,,Gastropoda,Basommatophora,Planorbidae,Mollusca,False,False,sparse_5_19,Limited (5-19 protective contexts),5,1,0,0,1,False,7.182227806869858e-20,1.0,2.529658207794938e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9972644418268412,0.9999568116005095,0.9999999473804668
1351,Mesocyclops leuckarti,,Maxillopoda,Cyclopoida,Cyclopidae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),9,7,0,0,2,False,7.018434393176759e-20,1.0,3.8036875690261596e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9972682455144102,0.9999568998152565,0.9999999475301149
1352,Elimia catenaria,,Gastropoda,Neotaenioglossa,Pleuroceridae,Mollusca,False,False,sparse_5_19,Limited (5-19 protective contexts),9,7,0,1,1,False,6.862102033402095e-20,1.0,2.8681055588286597e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.997271113619969,0.9999569630464521,0.9999999476331016
1353,Semotilus atromaculatus,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,False,False,sparse_5_19,Limited (5-19 protective contexts),5,3,0,27,1,False,6.709637355915827e-20,1.0,2.45422079647728e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9972735678407655,0.9999570202784737,0.9999999477363906
1354,Capoeta fusca,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,False,False,sparse_5_19,Limited (5-19 protective contexts),6,4,0,0,1,False,6.557979151777264e-20,1.0,2.370350113412023e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9972759381908789,0.9999570748263217,0.9999999478323824
1355,Parastenocaris germanica,,Maxillopoda,Harpacticoida,Parastenocarididae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),14,6,0,0,2,False,6.409576599020569e-20,1.0,3.823230218857887e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9972797614210978,0.9999571661724705,0.9999999479911467
1356,Spea intermontana,,Amphibia,Anura,Scaphiopodidae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),4,3,1,9,2,False,6.264551095662999e-20,1.0,2.7230234416197874e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9972824844445394,0.9999572293314691,0.9999999481083719
1357,Elimia clavaeformis,,Gastropoda,Neotaenioglossa,Pleuroceridae,Mollusca,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),2,1,0,1,1,False,6.12499940774143e-20,1.0,2.899603847805743e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9972853840483872,0.9999572920271481,0.9999999482071559
1358,Platygobio gracilis,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,False,False,sparse_5_19,Limited (5-19 protective contexts),5,2,0,4,2,False,5.989555322502146e-20,1.0,2.4625069755535023e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9972878465553627,0.9999573498184022,0.9999999483120718
1359,Nostoc calcicola,,Cyanophyceae,Nostocales,Nostocaceae,Cyanophycota,False,False,sparse_5_19,Limited (5-19 protective contexts),8,8,2,0,1,False,5.857049115990069e-20,1.0,3.718040628486463e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9972915645959912,0.9999574271172281,0.9999999484237219
1360,Pandalus montagui,,Malacostraca,Decapoda,Pandalidae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,0,0,1,False,5.725101755952637e-20,1.0,2.485322165735049e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.997294049918157,0.999957487739828,0.9999999485384662
1361,Potamogeton sp.,,Liliopsida,Najadales,Potamogetonaceae,Magnoliophyta,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),2,2,0,0,1,False,5.598498190387515e-20,1.0,3.141309028786843e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9972971912271857,0.9999575588070603,0.9999999486599919
1362,Xanthocnemis zealandica,,Insecta,Odonata,Coenagrionidae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),7,3,0,0,2,False,5.473572832785151e-20,1.0,2.6542569976362174e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9972998454841834,0.9999576226386356,0.9999999487801322
1363,Mystus vittatus,,Actinopterygii,Siluriformes,Bagridae,Chordata,False,False,moderate_20_49,Moderate (20-49 protective contexts),49,32,14,0,3,False,5.3524235285823557e-20,1.0,3.009640885065501e-06,,extended_r1_greedy_order,,,0.9973028551250684,0.9999576877699047,0.9999999488818734
1364,Afrochiltonia subtenuis,,Malacostraca,Amphipoda,Ceinidae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,1,0,2,False,5.2341499959807487e-20,1.0,2.4663855141549007e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9973053215105826,0.9999577482533362,0.9999999489975286
1365,Mystus bleekeri,,Actinopterygii,Siluriformes,Bagridae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,0,0,1,False,5.118615313719377e-20,1.0,2.5302539198301943e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9973078517645024,0.9999578015686289,0.9999999490786855
1366,Pontogammarus maeoticus,,Malacostraca,Amphipoda,Pontogammaridae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,1,0,1,False,5.0042110635866306e-20,1.0,2.45626576800273e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9973103080302704,0.9999578611047506,0.9999999491900551
1367,Skiffia multipunctata,,Actinopterygii,Cyprinodontiformes,Goodeidae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,0,0,1,False,4.8926038085036414e-20,1.0,2.5067226151476163e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9973128147528856,0.9999579196691342,0.9999999492970127
1368,Lamellidens corrianus,,Bivalvia,Unionoida,Unionidae,Mollusca,False,False,sparse_5_19,Limited (5-19 protective contexts),5,4,2,0,2,False,4.783347602045279e-20,1.0,2.5054857264450447e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.997315320238612,0.9999579754178626,0.9999999493911792
1369,Alburnus tarichi,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),2,1,0,0,1,False,4.675724175371595e-20,1.0,2.5459288014451076e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9973178661674135,0.9999580337660614,0.9999999494922215
1370,Enallagma sp.,,Insecta,Odonata,Coenagrionidae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),5,5,1,0,1,False,4.572275666959737e-20,1.0,2.670675264937472e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9973205368426784,0.9999580969454321,0.9999999496070248
1371,Mictyris longicarpus,,Malacostraca,Decapoda,Mictyridae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,0,0,1,False,4.471482589382829e-20,1.0,2.4263298953330903e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9973229631725737,0.9999581555267943,0.9999999497158142
1372,Potamonautes sp.,,Malacostraca,Decapoda,Potamonautidae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,0,0,1,False,4.372823028614311e-20,1.0,2.4297394664030136e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9973253929120401,0.9999582140991037,0.9999999498242539
1373,Anuraeopsis fissa,,Monogononta,Ploima,Brachionidae,Rotifera,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),2,1,0,0,1,False,4.2752008040801643e-20,1.0,3.4316698109826405e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9973288245818511,0.9999582928072542,0.9999999499573554
1374,Metynnis orinocensis,,Actinopterygii,Characiformes,Characidae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),4,1,1,0,2,False,4.177851723409015e-20,1.0,2.7248363055898395e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9973315494181567,0.9999583553229661,0.9999999500647868
1375,Biomphalaria tenagophila,,Gastropoda,Basommatophora,Planorbidae,Mollusca,False,False,sparse_5_19,Limited (5-19 protective contexts),6,2,0,0,3,False,4.085492389308785e-20,1.0,2.435281631685271e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9973339846997884,0.9999584036762394,0.9999999501315001
1376,Ilyoplax gangetica,,Malacostraca,Decapoda,Ocypodidae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,0,0,1,False,3.9946570439613185e-20,1.0,2.3916120206468605e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.997336376311809,0.9999584617107542,0.9999999502400844
1377,Heloecius cordiformis,,Malacostraca,Decapoda,Ocypodidae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,0,0,2,False,3.9010175259736505e-20,1.0,2.3696341229229034e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.997338745945932,0.9999585188514749,0.9999999503459477
1378,Leucaspius delineatus,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,False,False,sparse_5_19,Limited (5-19 protective contexts),7,7,2,0,1,False,3.813711675015849e-20,1.0,2.360214883312395e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9973411061608153,0.9999585738622316,0.9999999504442832
1379,Melanotaenia duboulayi,,Actinopterygii,Atheriniformes,Melanotaeniidae,Chordata,False,False,sparse_5_19,Limited (5-19 protective contexts),6,4,5,0,2,False,3.728939152444873e-20,1.0,2.855652658007024e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9973439618134733,0.9999586389884573,0.9999999505585417
1380,Melanotaenia nigrans,,Actinopterygii,Atheriniformes,Melanotaeniidae,Chordata,False,False,sparse_5_19,Limited (5-19 protective contexts),5,3,0,0,1,False,3.6467916555528436e-20,1.0,2.900043503339944e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9973468618569766,0.9999587033569685,0.9999999506667788
1381,Bidyanus bidyanus,,Actinopterygii,Perciformes,Teraponidae,Chordata,False,False,sparse_5_19,Limited (5-19 protective contexts),11,7,5,0,2,False,3.566539527193105e-20,1.0,3.21440828821018e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9973500762652648,0.999958777776441,0.999999950795577
1382,Potamogeton crispus,,Liliopsida,Najadales,Potamogetonaceae,Magnoliophyta,False,False,sparse_5_19,Limited (5-19 protective contexts),8,6,1,1,3,False,3.487902577068534e-20,1.0,3.0523380907254705e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9973531286033556,0.9999588461397445,0.9999999509100355
1383,Cipangopaludina cathayensis,,Gastropoda,Architaenioglossa,Viviparidae,Mollusca,False,False,sparse_5_19,Limited (5-19 protective contexts),7,6,0,0,1,False,3.411082310835808e-20,1.0,2.679009700301549e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9973558076130559,0.999958906380421,0.9999999510084725
1384,Noemacheilus montanus,,Actinopterygii,Cypriniformes,Balitoridae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),4,2,0,0,1,False,3.33600651731412e-20,1.0,2.4739362367576234e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9973582815492926,0.9999589649766751,0.9999999511162837
1385,Radix balthica,,Gastropoda,Basommatophora,Lymnaeidae,Mollusca,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),3,1,0,0,1,False,3.262247715553674e-20,1.0,3.0216418139827894e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9973613031911066,0.9999590287915183,0.9999999512118968
1386,Nostoc muscorum,,Cyanophyceae,Nostocales,Nostocaceae,Cyanophycota,False,False,sparse_5_19,Limited (5-19 protective contexts),17,15,22,0,2,False,3.189744889515721e-20,1.0,3.5204819420764366e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9973648236730487,0.9999591018391804,0.9999999513124115
1387,Cyclops viridis,,Maxillopoda,Cyclopoida,Cyclopidae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),6,5,0,0,2,False,3.1187346144830407e-20,1.0,3.347450492463544e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9973681711235411,0.9999591801488628,0.9999999514461523
1388,Pontoporeia hoyi,,Malacostraca,Amphipoda,Haustoriidae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),2,2,0,0,1,False,3.050284016715099e-20,1.0,2.3084262781303266e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9973704795498193,0.9999592355877224,0.9999999515488868
1389,Rhamdia sapo,,Actinopterygii,Siluriformes,Heptapteridae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,0,1,1,False,2.9831758721892073e-20,1.0,2.9975465499765264e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9973734770963693,0.9999593041477495,0.9999999516648648
1390,Vimba vimba,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),4,3,6,0,2,False,2.917533156910216e-20,1.0,2.2878308014728788e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9973757649271707,0.9999593567676843,0.9999999517568393
1391,Ambassis gymnocephalus,,Actinopterygii,Perciformes,Ambassidae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,1,0,1,False,2.85351445253921e-20,1.0,2.3866519102133665e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9973781515790809,0.9999594124636514,0.9999999518573813
1392,Enallagma cyathigerum,,Insecta,Odonata,Coenagrionidae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),8,3,5,2,2,False,2.790582752982992e-20,1.0,2.5514675513482743e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9973807030466323,0.9999594731956412,0.9999999519675269
1393,Menidia beryllina,,Actinopterygii,Atheriniformes,Atherinidae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),3,3,0,16,1,False,2.728784099819868e-20,1.0,2.5696219534410147e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9973832726685857,0.9999595337999623,0.9999999520764014
1394,Sinotaia aeruginosa,,Gastropoda,Architaenioglossa,Viviparidae,Mollusca,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,0,0,1,False,2.6671543744030274e-20,1.0,2.5735144298932866e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9973858461830156,0.9999595924764159,0.9999999521735953
1395,Anabaena circinalis,,Cyanophyceae,Nostocales,Nostocaceae,Cyanophycota,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),2,2,0,0,1,False,2.607246244543466e-20,1.0,3.378473446113972e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9973892246564617,0.9999596631081914,0.999999952273757
1396,Notodiaptomus conifer,,Maxillopoda,Calanoida,Diaptomidae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),6,2,0,0,2,False,2.5490467354817533e-20,1.0,3.0651854677765655e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9973922898419295,0.999959737582558,0.9999999524099895
1397,Misgurnus fossilis,,Actinopterygii,Cypriniformes,Cobitidae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),4,4,1,0,1,False,2.493104742201546e-20,1.0,3.0499996311883493e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9973953398415607,0.9999598048793692,0.9999999525170279
1398,Metapenaeus monoceros,,Malacostraca,Decapoda,Penaeidae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,1,0,2,False,2.437999140768438e-20,1.0,2.245331640060577e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9973975851732008,0.9999598588052823,0.9999999526161079
1399,Corophium sp.,,Malacostraca,Amphipoda,Corophiidae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),3,2,0,0,1,False,2.3845986891370333e-20,1.0,2.242390323314858e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9973998275635241,0.9999599127441531,0.9999999527150493
1400,Goodea atripinnis,,Actinopterygii,Cyprinodontiformes,Goodeidae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),2,2,0,0,1,False,2.332274463981946e-20,1.0,2.293083244842009e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9974021206467689,0.9999599662153037,0.9999999528107413
1401,Callinectes sapidus,,Malacostraca,Decapoda,Portunidae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),5,3,1,21,1,False,2.2804174461100246e-20,1.0,2.382381897758634e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9974045030286667,0.9999600265834588,0.9999999529151258
1402,Anguilla australis,,Actinopterygii,Anguilliformes,Anguillidae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,0,0,1,False,2.230463177659557e-20,1.0,2.9207271644571264e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9974074237558311,0.999960091187287,0.9999999530183032
1403,Nyctibatrachus major,,Amphibia,Anura,Nyctibatrachidae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),4,1,2,0,1,False,2.1812412116375255e-20,1.0,2.4197820520655e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9974098435378832,0.9999601462354051,0.9999999531118821
1404,Pseudomugil tenellus,,Actinopterygii,Atheriniformes,Melanotaeniidae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),2,1,0,0,1,False,2.1326852665874958e-20,1.0,2.5983910915128305e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9974124419289747,0.9999602049745749,0.9999999532123265
1405,Luxilus cornutus,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,False,False,sparse_5_19,Limited (5-19 protective contexts),7,6,1,23,1,False,2.085647293008999e-20,1.0,2.246321012089325e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9974146882499868,0.9999602565150828,0.9999999533012357
1406,Zacco platypus,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,False,False,sparse_5_19,Limited (5-19 protective contexts),19,16,0,0,3,False,2.039974366971571e-20,1.0,2.2217959494419404e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9974169100459362,0.9999603027505719,0.9999999533695063
1407,Potamogeton perfoliatus,,Liliopsida,Najadales,Potamogetonaceae,Magnoliophyta,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),4,1,0,11,1,False,1.9946947242747463e-20,1.0,2.82027013420727e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9974197303160705,0.9999603660380199,0.999999953475351
1408,Oreochromis mossambicus,,Actinopterygii,Perciformes,Cichlidae,Chordata,False,False,strong_50_plus,Strong (50+ protective contexts),142,84,61,0,4,False,1.9504224450024732e-20,1.0,2.6095151619554002e-06,,extended_r1_greedy_order,,,0.9974223398312324,0.9999604170030184,0.9999999535444423
1409,Acanthocyclops venustus,,Maxillopoda,Cyclopoida,Cyclopidae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),3,2,1,0,1,False,1.9072429886012934e-20,1.0,3.32573619432619e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9974256655674267,0.9999604918492326,0.9999999536678837
1410,Mystus tengara,,Actinopterygii,Siluriformes,Bagridae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),4,2,0,0,1,False,1.8644531168719698e-20,1.0,2.2358094067254086e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9974279013768335,0.9999605383707639,0.9999999537367478
1411,Anabaena inaequalis,,Cyanophyceae,Nostocales,Nostocaceae,Cyanophycota,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),2,2,8,0,1,False,1.823695701293323e-20,1.0,3.333097882363134e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9974312344747158,0.9999606066986998,0.9999999538298318
1412,Nematalosa erebi,,Actinopterygii,Clupeiformes,Clupeidae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,0,0,1,False,1.783767536809879e-20,1.0,2.2684118051730096e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.997433502886521,0.9999606597842055,0.9999999539241238
1413,Litopenaeus vannamei,,Malacostraca,Decapoda,Penaeidae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),2,2,0,0,1,False,1.74452343997199e-20,1.0,2.160177021370835e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9974356630635424,0.9999607110989963,0.9999999540166896
1414,Farfantepenaeus duorarum,,Malacostraca,Decapoda,Penaeidae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,0,3,1,False,1.7064487720272326e-20,1.0,2.1574702779858512e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9974378205338204,0.999960762313963,0.9999999541089191
1415,Fundulus heteroclitus,,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Chordata,False,False,moderate_20_49,Moderate (20-49 protective contexts),23,16,4,12,1,False,1.669222156275589e-20,1.0,2.802200443352554e-06,,extended_r1_greedy_order,,,0.9974406227342637,0.9999608260444395,0.99999995421701
1416,Catostomus latipinnis,,Actinopterygii,Cypriniformes,Catostomidae,Chordata,False,False,sparse_5_19,Limited (5-19 protective contexts),6,5,0,5,1,False,1.632767349617014e-20,1.0,2.696793843348644e-06,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.997443319528107,0.9999608848605849,0.9999999543113309
1417,Chapalichthys pardalis,,Actinopterygii,Cyprinodontiformes,Goodeidae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),2,1,0,0,1,False,1.5971550831790765e-20,1.0,2.201013317937317e-06,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.997445520541425,0.99996093567432,0.9999999544005561
